permit,address,description,lat,lon
2013-109517 BP,503 W ELLIOTT ST,Total demo of detached porch located in rear of property.,30.3542341,-97.7013254
2013-109783 BP,2025 E 7TH ST,"Total demolition (slab foundation included) of 3 buildings; 11,322 sf, concrete foundation and metal commercial structure; 3034 sf, concrete foundation and metal commercial structre; 8913 sf, concrete foundation and metal commercial structure",30.2615272,-97.7196383
2013-109784 BP,2025 E 7TH ST,"Total demolition (slab foundation included) of 3 buildings; 11,322 sf, concrete foundation and metal commercial structure; 3034 sf, concrete foundation and metal commercial structre; 8913 sf, concrete foundation and metal commercial structure",30.2615272,-97.7196383
2013-109785 BP,2025 E 7TH ST,"Total demolition (slab foundation included) of 3 buildings; 11,322 sf, concrete foundation and metal commercial structure; 3034 sf, concrete foundation and metal commercial structre; 8913 sf, concrete foundation and metal commercial structure",30.2615272,-97.7196383
2013-110133 BP,5407 BUFFALO PASS,Total demo of pool.,30.220277,-97.802634
2013-110213 BP,1906 PATTON LN,Total demo of home (unit A). Circa 1951,30.318483,-97.686791
2013-110216 BP,1906 PATTON LN,Total demo of home (unit B).,30.318483,-97.686791
2013-110449 BP,1125 LEONA ST,Demolish a cr. 1946 1 story sf res. Prior structure to rear of exst res removed w/o permit between 1997 and 2003. Removal to be addressed by this permit.,30.268076,-97.721275
2013-110451 BP,4211 DEEPWOODS DR,Total demo of home. Circa 1967,30.365411,-97.7676
2013-111464 BP,84 PASCAL LN,Re-permit. Total demo of single family res.,30.325109,-97.827681
2013-112125 BP,84 PASCAL LN,Total demo of pool.,30.325109,-97.827681
2013-112410 BP,6105 NASCO DR,Total demo of existing home. Circa 1952,30.338998,-97.744576
2013-113148 BP,6807 MONTANA ST,Total demo of front and rear porch.,30.230198,-97.693612
2013-113273 BP,1601 WEST LYNN ST,Demolish a cr. 1925 sf res.,30.2845299,-97.7570051
2013-113274 BP,1601 WEST LYNN ST,Demolish a cr. 1925 detached garage.,30.2845299,-97.7570051
2013-113651 BP,1501 HILLMONT ST,Total demo of existing home. Circa 1948,30.260247,-97.760923
2013-113667 BP,1501 HILLMONT ST,Total demo of carport.,30.260247,-97.760923
2013-113689 BP,2315 W 8TH ST,Total demo of existing home. Circa 1950,30.28207,-97.772077
2013-113918 BP,607 TERRELL HILL DR,Total demo of home and rear structure. Circa 1930,30.235543,-97.764705
2013-113919 BP,607 TERRELL HILL DR,Total demo of rear structure.,30.235543,-97.764705
2013-113923 BP,27 MARGRANITA CRES,Total demo on existing single family res. and carport. Circa 1946,30.298988,-97.758887
2013-113925 BP,27 MARGRANITA CRES,Demo covered carport.,30.298988,-97.758887
2013-114213 BP,2411 ENFIELD RD,Re-permit 2013-010952BP. Total demo of single family res.,30.288737,-97.769596
2013-115179 BP,2212 IVA LN,Demolish a cr. 1949 1 story sf res.,30.2465537,-97.774601
2013-115180 BP,2212 IVA LN,Demolish a cr. 1949 1 story det garage.,30.2465537,-97.774601
2013-115187 BP,1706 E 38TH ST,Total demo of home. Circa 1947,30.290856,-97.7130509
2013-115308 BP,5413 WALNUT GROVE DR,Total demo of pool. Pool has been demolished.,30.190647,-97.738238
2013-115720 BP,5507 NEW HAVEN CT,Total demo of home. Circa 1950,30.331166,-97.745142
2013-115723 BP,1506 W 39TH HALF ST,Total demo of home. Structure has been demolished.,30.309882,-97.747135
2013-115724 BP,1506 W 39TH HALF ST,Demo detached structure. Structure has been demolished.,30.309882,-97.747135
2013-116466 BP,3107 WESTLAKE DR UNIT 2,Demo exsting boat dock only (Fishing Pier),30.315751,-97.778672
2013-116753 BP,1000 KINNEY AVE,Total demo of single family res. Circa 1941 relocation outside city instead of demo - refer to pmt#2013-118086,30.257778,-97.765046
2013-116754 BP,2729 LYONS RD,Total demo of home. Circa 1949,30.264097,-97.709045
2013-116766 BP,4406 AVENUE F,Total demo of existing home and detached storage shed.,30.3077735,-97.7280429
2013-116767 BP,4406 AVENUE F,Total demo of detached storage shed.,30.3077735,-97.7280429
2013-118011 BP,5206 WOODROW AVE,Total demo of single family res. Circa 1947,30.323145,-97.736939
2013-118012 BP,2703 ZARAGOSA ST,Total demo of house. Circa 1960,30.263723,-97.710403
2013-118234 BP,1308 MERIDEN LN,Demolish a cr. 1938 1 story sf res and att garage,30.286,-97.7674679
2013-118236 BP,3019 E 17TH ST,Total demo of home. Circa 1952,30.28005,-97.703641
2013-118239 BP,1412 ETHRIDGE AVE,"Demolish existing 1 story, 418 square foot detached garage.",30.295423,-97.754387
2013-118246 BP,1708 E M FRANKLIN AVE,Total demo of existing home. Circa 1925,30.2825026,-97.6957539
2013-118251 BP,1818 SPILLMAN ST,Total demo of home. Circa 1963,30.2565922,-97.769322
2013-118276 BP,2403 WESTOVER RD,Total demo of house. Circa 1955,30.301539,-97.761824
2013-118287 BP,1705 PATTON LN,Total demo of home. Circa 1946,30.318768,-97.689192
2013-118295 BP,4602 AVENUE C,Total demo of home. Circa 1930.,30.311889,-97.7290639
2013-118756 BP,1515 HETHER ST,Total demo of home and detached garage. Circa 1937,30.250068,-97.769226
2013-118759 BP,4106 RAMSEY AVE,Total demo of house. Circa 1940,30.312302,-97.746243
2013-118918 BP,3105 WESTLAKE DR,"Total demo of pool, coping, and spa.",30.3149545,-97.7800341
2013-119481 BP,908 RETAMA ST,Total demo of existing home. Circa 1946,30.257653,-97.75561
2013-120116 BP,1601 ROYAL CREST DR BLDG B1,total demolition of a 3 story brick facade (non structural demo).,30.23917,-97.729152
2013-120147 BP,1600 GARDEN ST,Total demolition of exst one story detached shed building to rear of exst sf res.,30.255985,-97.7296269
2013-120404 BP,89 RAINEY ST,Total demo of addition only. Main structure will be relocated.,30.259835,-97.738067
2013-120405 BP,89 1/2 RAINEY ST,Total demo of addition only. Main structure will be relocated.,30.260013,-97.737998
2013-120406 BP,91 RAINEY ST,Total demo of addition only. Main structure will be relocated.,30.260188,-97.737936
2013-120407 BP,93 RAINEY ST,Total demo of addition only. Main structure will be relocated.,30.260357,-97.7378729
2013-120408 BP,95 RAINEY ST,Total demo of addition only. Main structure will be relocated.,30.260522,-97.7378109
2013-120472 BP,110 NELRAY BLVD,Total demo of home. Circa 1952,30.320208,-97.721923
2013-120490 BP,805 W ELIZABETH ST,Total demo of home. Circa 1957,30.25155,-97.757111
2013-120493 BP,5802 LINK AVE,Total demo of existing non-complying workshop.,30.324216,-97.719733
2013-120497 BP,911 BOULDIN AVE,Total demo of house. Circa 1935,30.2555434,-97.7557829
2013-120504 BP,502 PARK BLVD,Total demo of home. Circa 1935,30.30398,-97.726112
2013-120507 BP,3907 CLAWSON RD,Total demo of home. Circa 1953,30.231863,-97.781149
2013-120508 BP,3907 CLAWSON RD,Total demo of detached garage.,30.231863,-97.781149
2013-120511 BP,2205 E 9TH ST,Total demo of house. Circa 1947,30.263323,-97.717228
2013-121420 BP,2012 BITTER CREEK DR,Total demo of residence. Circa 1984,30.185002,-97.763754
2013-121446 BP,1144 1/2 GUNTER ST,Total demo of home. Circa 1940.,30.272071,-97.695992
2013-121453 BP,2010 SCHULLE AVE,Total demo of existing home. Circa 1939,30.298779,-97.776507
2013-121609 BP,2902 WILLOWBRIDGE CIR,Total demo of residence and pool. Circa 1965,30.309622,-97.771066
2013-121613 BP,5208 SAMUEL HUSTON AVE,Total demo of single family residence and detached structure. Circa 1952,30.2814661,-97.6768128
2013-121614 BP,5208 SAMUEL HUSTON AVE,Demo detached structure.,30.2814661,-97.6768128
2013-121665 BP,3341 PAISANO TRL,Total demo of single family res. Foundation will remain.,30.207064,-97.830483
2013-121764 BP,3210 HANCOCK DR,Total demo of home. Circa 1949,30.332208,-97.757936
2013-121868 BP,1408 GASTON AVE,Total demo of existing home. Circa 1963. Located in the NRHD.,30.295775,-97.752939
2013-121965 BP,12608 DOVE VALLEY TRL,***Fire Damage***Total demo of residence. Slab will remain.,30.44768,-97.771047
2013-122103 BP,605 TERRELL HILL DR,Total demo of exiting home. Circa 1940,30.235587,-97.764478
2013-122135 BP,3316 HEMLOCK AVE,Total demo of home and detached shed. Circa 1951,30.28885,-97.714572
2013-122136 BP,3316 HEMLOCK AVE,Total demo of detached shed.,30.28885,-97.714572
2013-122230 BP,1110 TILLERY ST,Total demo of existing home. Circa 1900.,30.265839,-97.702617
2013-122243 BP,800 BOULDIN AVE,Total demo of duplex. Circa 1956,30.257058,-97.755357
2013-122534 BP,706 FLETCHER ST,Demolish a cr. 1947 one story sf res,30.244224,-97.760217
2013-122535 BP,706 FLETCHER ST,Demolish a cr. 1947 one story sf res,30.244224,-97.760217
2013-122540 BP,1602 NEWTON ST,Demolish a cr. 1949 1 story sf res.,30.248353,-97.752849
2013-123153 BP,606 E 42ND ST,"Full demolition of legal, non-complying shed in rear yard.",30.302567,-97.72538
2013-123175 BP,4904 LOUIS AVE,Total demo of residence. Circa 1940,30.2750347,-97.6850961
2013-123179 BP,6500 LYNCH LN,Total demo of residence. Circa 1962,30.238213,-97.691568
2013-123182 BP,704 WAYSIDE DR,Total demo of home. Circa 1960,30.282393,-97.774313
2013-123187 BP,2013 BLUEBONNET LN,"Total demo of residence. Circa 1949 4/3/14 NOV written, see conditions this tab.",30.251573,-97.7733329
2013-123690 BP,1411 ALTA VISTA AVE,Demolish a cr. 1944 sf res.,30.246203,-97.741698
2013-123696 BP,1702 HASKELL ST,VOID DWORDPartial demo of exterior wall for exploratory purposes. Will provide engineer recommendations and structurals once exploration is complete.,30.253369,-97.728275
2013-123714 BP,514 W ANNIE ST,Total demo of home. Circa 1934,30.2473999,-97.7550902
2013-123724 BP,2005 S L DAVIS AVE,Total demo of existing single family res. Circa 1948,30.2708744,-97.717917
2013-123970 BP,8515 BURNET RD,total demolition of a commercial car wash.,30.3665572,-97.7277486
2013-124018 BP,5011 AIRPORT BLVD,"Total demolition of a 1875sqft, wood-framed commercial structure on a concrete foundation. Concrete foundation to remain.",30.3116869,-97.7150476
2013-124449 BP,8709 WILLOWICK DR,Demolition of uncovered wood deck to rear of exst 1 story sf res.,30.377598,-97.742616
2013-124804 BP,1009 LORRAIN ST,Total demo of garage only.,30.27795,-97.756445
2013-125664 BP,1702 MOHLE DR,"Total demo of detached garage. Inspection has been cleared-KM 7/22/14, Tree inspection failed. 10"" of mitigation trees owed per Tree Permit, none planted. Re inspection required. Re inspection fee owed ($65.00).",30.301436,-97.755843
2013-125675 BP,1412 ALGUNO RD,Total demo of detached shed. Circa 1949,30.333343,-97.731906
2013-125974 BP,1811 W BEN WHITE BLVD EB,"total demolition of a 8 bay, concrete commercial car wash structure.",30.228373,-97.786837
2013-125996 BP,1806 ANN ARBOR AVE,Total demo of home. Circa 1952,30.254299,-97.775415
2013-126030 BP,5604 PENICK DR,"Total demo of deck,shed, and covered porch. Circa 1965",30.229587,-97.710564
2013-126031 BP,5604 PENICK DR,Total demo of shed,30.229587,-97.710564
2013-126052 BP,4302 AQUA VERDE DR,total demo of existing home and detached garage. circa 1982,30.344736,-97.8098119
2013-126053 BP,4302 AQUA VERDE DR,total demo of detached garage,30.344736,-97.8098119
2013-127148 BP,5105 EVERGREEN CT,Total demo of residence. Circa 1949,30.332262,-97.757243
2013-127738 BP,411 1/2 E CESAR CHAVEZ ST,"Total demolition of a 2023sqft, metal framed, commercial warehouse.",30.2623608,-97.7409281
2013-127752 BP,4808 CASWELL AVE,Total demo of detached structure. Circa 1946,30.310004,-97.718481
2013-127757 BP,1210 GARDEN ST,Total demo of existing home. Circa 1936,30.257489,-97.732685
2013-128592 BP,2802 BRINWOOD AVE,Total demo of existing home. Circa 1963,30.235085,-97.760431
2013-128602 BP,3502 S 2ND ST,Total demolition of single family res. Circa 1938,30.232505,-97.769191
2013-128754 BP,13642 N US 183 HWY SVRD SB,demo Bldg #1One stry Metal building (including slab),30.453727,-97.7933377
2013-128755 BP,13642 N US 183 HWY SVRD SB,demo Bldg #2 One stry Masory buidling (including slab),30.453727,-97.7933377
2013-128756 BP,13642 N US 183 HWY SVRD SB,demo Bldg #3 Shed (including slab),30.453727,-97.7933377
2013-128757 BP,13642 N US 183 HWY SVRD SB,demo Bldg #4 House (including slab),30.453727,-97.7933377
2013-128758 BP,13642 N US 183 HWY SVRD SB,demo Bldg #5 Deck and Ramp (including slab),30.453727,-97.7933377
2013-128759 BP,13642 N US 183 HWY SVRD SB,#6 slab (including slab) Demolition (total),30.453727,-97.7933377
2013-128760 BP,13642 N US 183 HWY SVRD SB,slab #1 per site plan Demolition (total) of 6 commercial structures (including foundations) & two slabs per site plan.,30.453727,-97.7933377
2013-128761 BP,13642 N US 183 HWY SVRD SB,slab-parking lots#2 per site plan Demolition (total) of 6 commercial structures (including foundations) & two slabs per site plan.,30.453727,-97.7933377
2013-128840 BP,4108 ROSEDALE AVE,Total demo of detached garage. Circa 1931,30.311927,-97.745322
2013-128852 BP,2506 EAST SIDE DR,Total demo of screened porch and workshop. Circa 1961,30.234639,-97.750027
2013-128899 BP,1808 SINGLETON AVE,"Total demo of detached shed, foundation will remain. Circa 1950",30.280207,-97.7152286
2013-128946 BP,5312 WELLINGTON DR,Total demo of single family res. Circa 1960,30.302172,-97.6858139
2013-129140 BP,12221 WATERS PARK RD,Total demo of existing home. Circa 1974. No historic review required.,30.416098,-97.709288
2013-129212 BP,3504 S 2ND ST,Total demo of existing home. Circa 1940,30.232346,-97.76929
2013-129625 BP,1501 RICHCREEK RD,"Total demo of house, detached garage, pool, shed, and cabana. Circa 1951",30.345885,-97.725278
2013-129626 BP,1501 RICHCREEK RD,Total demo of pool,30.345885,-97.725278
2013-129627 BP,1501 RICHCREEK RD,Total demo of detached garage and storage shed.,30.345885,-97.725278
2013-129860 BP,2609 DIAZ ST,Total demo of existing home. Circa 1950,30.259686,-97.7125049
2013-129866 BP,702 WOOD ST,Total demo of homes. Circa 1920,30.2720212,-97.7514498
2013-129867 BP,702 WOOD ST,Total demo of homes. Circa 1920,30.2720212,-97.7514498
2013-130560 BP,6800 BILL HUGHES RD,"Total demolition of a 1536sqft, 1-story, wood-framed portable classroom building (building 42).",30.196163,-97.7862169
2013-130561 BP,6800 BILL HUGHES RD,"Total demolition of a 1-story, 1536sqft portable, wood-framed classroom building (building ?).",30.196163,-97.7862169
2013-130853 BP,1415 ETHRIDGE AVE,Total demo of existing home. Circa 1940. Located in NRHD,30.294886,-97.754764
2013-130858 BP,1906 STAMFORD LN,Total demo of existing single family res. Circa 1937,30.293846,-97.768904
2013-130861 BP,1703 NEWTON ST,Total demo of sf home. Circa 1948,30.247311,-97.752642
2013-130864 BP,2009 COLETO ST,Total demo of home. Circa 1959,30.2820249,-97.7185045
2013-130868 BP,716 PEDERNALES ST,Total demo of home. Circa 1954,30.261983,-97.713619
2013-130871 BP,720 PEDERNALES ST,Total demo of home. Circa 1957,30.262165,-97.713511
2013-131356 BP,1316 DUSKY THRUSH TRL,Total demo of home. Circa 1979. No historical review required.,30.270399,-97.806028
2013-131400 BP,3216 WINDSOR RD,Re-permit 2013-029177. Total demo of existing single family residence and carport.,30.297932,-97.76927
2013-131401 BP,3216 WINDSOR RD,Demo of detached carport.,30.297932,-97.76927
2013-131639 BP,1111 MONTOPOLIS DR,Total demo of storage unit.,30.2320875,-97.698356
2013-131654 BP,607 DAWSON RD,Total demo of home (1972) and detached office building (1939).,30.2587607,-97.7560372
2013-131655 BP,607 DAWSON RD,Total demo of office building.,30.2587607,-97.7560372
2013-131750 BP,4908 WOODVIEW AVE,Total demo of existing single family res. Circa 1947,30.323222,-97.744054
2013-131765 BP,1300 PAYNE AVE,Total demo of residence. Circa 1951,30.335276,-97.727655
2013-132684 BP,1400 HILLMONT ST,Total demo of residence. Circa 1950,30.260079,-97.759703
2013-132719 BP,7611 JESTER BLVD,Total demo of greenhouse. No historic review required.,30.384425,-97.79687
2013-132720 BP,10931 RESEARCH BLVD NB UNIT,"5 commercial, 1 story, metal and metal and cindert block storage buildings to be demolished; Buliding A, 8192sqft.",30.4020291,-97.7449909
2013-132721 BP,10931 RESEARCH BLVD NB UNIT,"5 commercial, 1 story, metal and metal and cindert block storage buildings to be demolished: building B, 8849sqft",30.4020291,-97.7449909
2013-132722 BP,10931 RESEARCH BLVD NB UNIT,"5 commercial, 1 story, metal and metal and cindert block storage buildings to be demolished; Bldg C; 6244sqft",30.4020291,-97.7449909
2013-132723 BP,10931 RESEARCH BLVD NB UNIT,"5 commercial, 1 story, metal and metal and cindert block storage buildings to be demolished; bldg D, 6244sqft",30.4020291,-97.7449909
2013-132724 BP,10931 RESEARCH BLVD NB UNIT,"5 commercial, 1 story, metal and metal and cindert block storage buildings to be demolished; Bldg G, 5023sqft",30.4020291,-97.7449909
2013-132791 BP,2019 E 3RD ST BLDG C,Total demo of home (unit C). Circa 1915,30.257788,-97.72144
2014-000051 BP,705 NORWALK LN,Total demo of residence. Circa 1936.,30.282558,-97.774665
2014-000061 BP,3506 RIVER RD,Total demo of home. Circa 1954,30.306918,-97.773712
2014-000062 BP,1106 LAMBIE ST,Total demo of existing sf residence. Circa 1940,30.255771,-97.735194
2014-000088 BP,2607 DIAZ ST,Total demo of home. Circa 1940,30.25973,-97.712633
2014-000093 BP,8227 N LAMAR BLVD,"Total demolition of a 13,500sqft, steel concrete storage facility.",30.350649,-97.7063809
2014-000167 BP,2601 SOL WILSON AVE,Total demo of residence. Circa 1925,30.274822,-97.705577
2014-000182 BP,1807 CLIFFORD AVE,Total demo of single family res. Circa 1950,30.281287,-97.707353
2014-000320 BP,2413 SHARON LN,Total demo of existing residence. Circa 1948,30.2938,-97.761236
2014-000519 BP,408 SWANEE DR,full demo of single story sf residence,30.335216,-97.714215
2014-001030 BP,1714 RICHCREEK RD,Total demo of detached garage. Circa 1952,30.347508,-97.727395
2014-001301 BP,714 RAMOS ST,Total demolition of cr. 1952 one story sf res,30.260233,-97.7073939
2014-001302 BP,714 RAMOS ST,Total demolition of one story storage shed (80.8 sq ft),30.260233,-97.7073939
2014-001303 BP,714 RAMOS ST,Total demolition of one story storage shed (168 sq ft),30.260233,-97.7073939
2014-001304 BP,714 RAMOS ST,Total demolition of cr. 1940 one story sf res,30.260233,-97.7073939
2014-001310 BP,6917 WEST COURTYARD DR,Total demolition of cr. 1970 two story sf res,30.360628,-97.807194
2014-001311 BP,6917 WEST COURTYARD DR,Total demolition of detached greenhouse,30.360628,-97.807194
2014-001312 BP,6917 WEST COURTYARD DR,Total demolition of detached storage shed,30.360628,-97.807194
2014-001313 BP,6917 WEST COURTYARD DR,Total demolition of 1 story detached guest apartment,30.360628,-97.807194
2014-001314 BP,2209 PALO PINTO DR,Total demolition of cr. 1963 one story sf res,30.287019,-97.700546
2014-001444 BP,2103 E 9TH ST,Total demo of home. Circa 1921,30.263354,-97.718678
2014-002018 BP,504 MONTOPOLIS DR,Re-permit 2012-097193. Total demo of single family res. Circa 1945,30.240171,-97.694168
2014-002422 BP,2501 E 4TH ST,"total demolotion of a 2175sf, wood and stone, peir and bean foundation, commecial structure.",30.256573,-97.715564
2014-002716 BP,1801 VALLEJO ST,Total demo of carport.,30.341347,-97.732252
2014-002922 BP,65 CHICON ST,Re-permit. Total demo of home.,30.2540206,-97.7258897
2014-003334 BP,81 1/2 RAINEY ST,Total demo of existing home.,30.260013,-97.737998
2014-003604 BP,4506 BALCONES DR,Total demo of existing home. Circa 1955,30.32644,-97.767504
2014-003615 BP,1002 MERIDEN LN,Total demo of residence. Circa 1956,30.283326,-97.769537
2014-004053 BP,6700 CANAL ST,Total demo of existing home. Circa 1950,30.227344,-97.697671
2014-004776 BP,1610 SALINA ST,"Total demolition of a 1324 sqft, wood-framed, pier and beam foundation, single-story SFR.",30.2773218,-97.7218862
2014-005256 BP,2813 CREST AVE,Total demo of home. Home has been demolished.,30.273611,-97.702133
2014-005264 BP,2300 CORONADO ST,Total demo of existing single family res. Circa 1902,30.262488,-97.7149811
2014-005277 BP,3913 BECKER AVE,Total demo of detached storage/garage. Circa 1946,30.297705,-97.721434
2014-005620 BP,1121 LOTT AVE,Total demo of home. Home has been demolished.,30.271959,-97.68095
2014-005862 BP,4315 AVENUE H,Total demo of detached garage apt. Circa 1948,30.306007,-97.7263525
2014-005874 BP,2405 ROCKINGHAM CIR,Total demo of existing home. Circa 1959,30.251119,-97.782471
2014-006448 BP,5016 E CESAR CHAVEZ ST,"Total demolition of a 1-story, stucco and wood-framed, 2712sqft commercial structure that was fire damaged.",30.252023,-97.6994
2014-006455 BP,705 E MONROE ST,Demolish a cr. 1939 sf res. **refer to relocate pmt # 2014-015957**,30.245518,-97.744257
2014-006609 BP,1106 S 5TH ST,Total demo of single story res. Circa 1946.,30.254917,-97.758227
2014-006624 BP,80 N IH 35 SVRD SB,Total demo of existing home. Circa 1910,#N/A,#N/A
2014-006944 BP,2008 FORT VIEW RD,"total demolition of a 1724sqft, 1-story, wood and metal, slab foundation, commercial building.",30.231444,-97.788004
2014-007577 BP,508 UPSON ST,Total demo of carport. Carport has already been demolished.,30.278199,-97.7713349
2014-007754 BP,7002 CARVER AVE,Total demo of two detached accessory structures. Circa 2005,30.329457,-97.700463
2014-008460 BP,11602 BARCHETTA DR,Total demo of pool.,30.391444,-97.697357
2014-008467 BP,1501 RICHCREEK RD,"Re-permit 2013-067317 Total demo of house, detached garage, pool, shed, and cabana. Circa 1951",30.345885,-97.725278
2014-008468 BP,1501 RICHCREEK RD,Re-permit 2013-067317 total demo of detached garage,30.345885,-97.725278
2014-008469 BP,1501 RICHCREEK RD,Total demo of pool,30.345885,-97.725278
2014-008470 BP,1501 RICHCREEK RD,Re-permit 2013-067317 Total demo shed/ cabana.,30.345885,-97.725278
2014-009507 BP,2000 EXPOSITION BLVD,Total demolition of residence. Circa 1950,30.29488,-97.7697139
2014-009571 BP,1303 SAN ANTONIO ST,"total demolition of a 3488 sqft, 2-story, brick, commercially used structure.",30.2766169,-97.7444298
2014-009572 BP,406 W 13TH ST,"Total demolition of a 2417sqft, 2-story, wood framed and brick exterior commercially used structure.",30.2763852,-97.7443301
2014-009573 BP,3215 BRIDLE PATH,Total demo of home. Circa 1949,30.294209,-97.7758829
2014-009949 BP,2003 MELRIDGE PL,Total demo of existing structures. Circa 1946.,30.256991,-97.771474
2014-009950 BP,2003 MELRIDGE PL,Total demo of home. Circa 1945.,30.256991,-97.771474
2014-010773 BP,1911 W 36TH ST,Total demo of existing home. Circa 1949.,30.309474,-97.7553439
2014-010777 BP,1204 ALGUNO RD,Total demo of home and detached garage. Circa 1949,30.331655,-97.728362
2014-010783 BP,84 PEDERNALES ST,Total demo of detached shed. Circa 1939,30.253007,-97.71755
2014-010787 BP,1605 GARDEN ST,Total demo of home. Circa 1946,30.2552803,-97.7296784
2014-010849 BP,3111 POWELL CIR,Total demo of home. Circa 1957,30.232573,-97.762805
2014-011172 BP,2237 E RIVERSIDE DR,"total demolition of a 65sqft, commercial ATM building",30.2375054,-97.7264058
2014-011247 BP,5611 JEFF DAVIS AVE,Total demo of existing home. Circa 1951,30.330236,-97.736228
2014-011349 BP,2203 E 14TH ST,Total demo of home. Circa 1920,30.276014,-97.717006
2014-011540 BP,500 SAN JACINTO BLVD,"Total demolition and remove foundation of a 7400sq, metal framing and stucco commercial bank drive through",30.2667942,-97.7409341
2014-011581 BP,2107 E 9TH ST,Total demo of home. Home has been demolished.,30.263291,-97.718399
2014-011585 BP,2317 S 3RD ST,Total demo of home. Home has been demolished.,30.2431004,-97.7612642
2014-011591 BP,5619 ADAMS AVE,Total demo of home in rear.,30.331514,-97.738558
2014-011593 BP,1002 LINDEN ST,Total demo of existing single family res. Circa 1952,30.264487,-97.70559
2014-011597 BP,2607 FRANCISCO ST,Total demo of home. Circa 1963,30.263078,-97.710991
2014-011602 BP,2505 QUARRY RD,Total demo of home and detached garage. Circa 1950,30.287265,-97.771603
2014-011603 BP,2505 QUARRY RD,Total demo of detached garage.,30.287265,-97.771603
2014-011608 BP,2404 W 10TH ST,Total demo of home. Circa 1946,30.284306,-97.771602
2014-011610 BP,724 PEDERNALES ST,Total demo of home. Circa 1957,30.2619506,-97.7132611
2014-011622 BP,5904 SHOALWOOD AVE,Total demo of home. Circa 1952.,30.335916,-97.74303
2014-011628 BP,1405 ALGUNO RD,Total demo of existing single family res. Circa 1949,30.332521,-97.731393
2014-011632 BP,1309 MERIDEN LN,Total demo of existing home and detached garage. Circa 1936,30.285692,-97.766781
2014-011633 BP,1309 MERIDEN LN,Total demo of detached garage.Total demo of existing home and detached garage. Circa 1936,30.285692,-97.766781
2014-011637 BP,1210 PAYNE AVE,Total demo of detached garage. Circa 1953,30.335078,-97.727238
2014-011639 BP,608 BAYLOR ST,Total demo of detached storage shed. Circa 1903.,30.272874,-97.755016
2014-011789 BP,2203 E 14TH ST,"total demolition of a detached, wooden garage.",30.276014,-97.717006
2014-011807 BP,112 E 5TH ST,"Total demolition to grade and remov e basement interior columns of a concrete, multi-level parking garage.",30.2670856,-97.7429567
2014-012437 BP,3800 N LAMAR BLVD,"Total demolition of 2 steel framed, concrete commercial structures. 1-story 24,798sqft, 1-story 22,178sqft structures.",30.3059661,-97.7430818
2014-012438 BP,3800 N LAMAR BLVD,"Total demolition of 2 steel framed, concrete commercial structures. 1-story 24,798sqft, 1-story 22,178sqft structures.",30.3059661,-97.7430818
2014-012507 BP,1200 MORROW ST,Total demo of home and detached storage. Circa 1952,30.346657,-97.719656
2014-012508 BP,1200 MORROW ST,Total demo of home and detached storage. Circa 1952,30.346657,-97.719656
2014-013392 BP,1303 HILLSIDE AVE,Total demo of detached garage. Circa. 1927,30.249747,-97.745913
2014-013449 BP,906 KINNEY AVE,Total demo of home and detached garage. Circa 1941,30.258211,-97.764773
2014-013464 BP,201 W APPLEGATE DR,Total demo of single family res.,30.371544,-97.687564
2014-013509 BP,906 KINNEY AVE,Total demolition of a 620sqft detached garage/carport/shed,30.258211,-97.764773
2014-014135 BP,1702 CHANNEL RD,Total demo of 1 boat docks and 3 piers.,30.342182,-97.7890369
2014-014136 BP,1702 CHANNEL RD,Total demo of pier 1.,30.342182,-97.7890369
2014-014137 BP,1702 CHANNEL RD,Total demo of pier 2,30.342182,-97.7890369
2014-014138 BP,1702 CHANNEL RD,Total demo of pier 3,30.342182,-97.7890369
2014-014140 BP,3304 ELIJA ST,Total demo of home. Circa 1948,30.20251,-97.832716
2014-014143 BP,3226 W SLAUGHTER LN,Total demo of home Circa 1969,30.183182,-97.843783
2014-014144 BP,3226 W SLAUGHTER LN,Total demo of detached garage,30.183182,-97.843783
2014-014149 BP,6607 HERGOTZ LN,Total demo of home. Circa 1938,30.245717,-97.68458
2014-014186 BP,2002 GLEN ALLEN,Total demo of home. Circa 1967,30.241245,-97.781478
2014-014194 BP,1113 GARLAND AVE,Total demo of home. Circa 1961,30.268671,-97.68578
2014-014309 BP,1600 MONTOPOLIS DR,"Total demolition (slab to remain) of a 3600 sqft, masonry block commercial structure.",30.227885,-97.701897
2014-015864 BP,405 W MILTON ST,Total demo of home. Circa 2002,30.247702,-97.754579
2014-015867 BP,12414 DESSAU RD,"Total demolition of 2 SFR, House #3 - 1375sqft, wood-framed structure. and #4 - 480sqft, cinderblock structure.",30.3947101,-97.6444225
2014-015868 BP,12414 DESSAU RD,"Total demolition of 2 SFR, House #3 - 1375sqft, wood-framed structure. and #4 - 480sqft, cinderblock structure.",30.3947101,-97.6444225
2014-015869 BP,12414 DESSAU RD,"total demolition of a 250sqft, metal - framed pole barn",30.3947101,-97.6444225
2014-015870 BP,12414 DESSAU RD,"total demolition of a 1-story, cinderblock dairy barn, 2075sqft.",30.3947101,-97.6444225
2014-015871 BP,12414 DESSAU RD,"total demolition of 2 lean-to sheds, each 100sqft and wood framed construction.",30.3947101,-97.6444225
2014-015872 BP,12414 DESSAU RD,"total demolition of 2 lean-to sheds, each 100sqft and wood framed construction.",30.3947101,-97.6444225
